103.13.101.239:2302 | 8:42:24 PM | (Side) sgt_cambo: lol
103.13.101.239:2302 | 8:42:26 PM | (Side) Kazuto: bye
103.13.101.239:2302 | 8:42:52 PM | Player #1 sgt_cambo disconnected
103.13.101.239:2302 | 8:44:42 PM | Player #1 Zakiah (101.103.175.32:64857) connected
103.13.101.239:2302 | 8:44:43 PM | Player #1 Zakiah - GUID: 3857b7fe95b1b4dc00cb6602e212e359 (unverified)
103.13.101.239:2302 | 8:44:44 PM | Verified GUID (3857b7fe95b1b4dc00cb6602e212e359) of player #1 Zakiah
103.13.101.239:2302 | 8:51:54 PM | RCon admin #1 (103.13.101.239:64319) logged in
103.13.101.239:2302 | 8:53:11 PM | RCon admin #2 (103.13.101.239:54679) logged in
103.13.101.239:2302 | 9:00:45 PM | (Side) Kaustic Acoustics: Lol, two jets
103.13.101.239:2302 | 9:38:13 PM | Player #3 henry (120.149.55.99:2304) connected
103.13.101.239:2302 | 9:38:15 PM | Player #3 henry - GUID: cba31b25aeafc86064867c5e0427adf9 (unverified)
103.13.101.239:2302 | 9:38:16 PM | Verified GUID (cba31b25aeafc86064867c5e0427adf9) of player #3 henry
103.13.101.239:2302 | 9:45:20 PM | Player #4 Pete (101.165.230.71:2304) connected
103.13.101.239:2302 | 9:45:21 PM | Player #4 Pete - GUID: d9585f63fae53b12aa08c8a1a4d15edd (unverified)
103.13.101.239:2302 | 9:45:21 PM | Verified GUID (d9585f63fae53b12aa08c8a1a4d15edd) of player #4 Pete
103.13.101.239:2302 | 9:45:32 PM | Player #4 Pete disconnected
103.13.101.239:2302 | 9:46:14 PM | Player #3 henry disconnected
103.13.101.239:2302 | 10:03:08 PM | Player #2 Kaustic Acoustics disconnected
103.13.101.239:2302 | 11:29:27 PM | Player #2 Pete (101.165.230.71:2304) connected
103.13.101.239:2302 | 11:29:28 PM | Player #2 Pete - GUID: d9585f63fae53b12aa08c8a1a4d15edd (unverified)
